"conhost.exe","30440", "0", "2020-10-28T00:14:21", "", 
"git.exe","33996", "0", "2020-10-28T00:14:21", "", 
"git.exe","13524", "0", "2020-10-28T00:14:21", "", 
"runnerw64.exe","26620", "0", "2020-10-28T00:14:21", "", 
"conhost.exe","2532", "0", "2020-10-28T00:14:21", "", 
"git.exe","21660", "0", "2020-10-28T00:14:22", "", 
"git.exe","13524", "1", "2020-10-28T00:14:22", "", 
"git.exe","33996", "1", "2020-10-28T00:14:22", "", 
"runnerw64.exe","22812", "1", "2020-10-28T00:14:22", "", 
"conhost.exe","30440", "1", "2020-10-28T00:14:22", "", 
"git.exe","23968", "0", "2020-10-28T00:14:22", "", 
"git.exe","21660", "1", "2020-10-28T00:14:23", "", 
"runnerw64.exe","26620", "1", "2020-10-28T00:14:23", "", 
"git.exe","23968", "1", "2020-10-28T00:14:23", "", 
"conhost.exe","2532", "1", "2020-10-28T00:14:23", "", 
"cmd.exe","7588", "0", "2020-10-28T00:15:41", "", 
"conhost.exe","34924", "0", "2020-10-28T00:15:41", "", 
"chrome.exe","8560", "0", "2020-10-28T00:15:41", "", 
"chrome.exe","1272", "0", "2020-10-28T00:15:41", "", 
"chrome.exe","16748", "0", "2020-10-28T00:15:41", "", 
"runnerw64.exe","35428", "0", "2020-10-28T00:15:41", "", 
"conhost.exe","26564", "0", "2020-10-28T00:15:41", "", 
"git.exe","33712", "0", "2020-10-28T00:15:41", "", 
"git.exe","10948", "0", "2020-10-28T00:15:41", "", 
"cmd.exe","7588", "1", "2020-10-28T00:15:42", "", 
"conhost.exe","34924", "1", "2020-10-28T00:15:42", "", 
"chrome.exe","8560", "1", "2020-10-28T00:15:42", "", 
"chrome.exe","1272", "1", "2020-10-28T00:15:42", "", 
"git.exe","10948", "1", "2020-10-28T00:15:42", "", 
"git.exe","33712", "1", "2020-10-28T00:15:42", "", 
"runnerw64.exe","35428", "1", "2020-10-28T00:15:42", "", 
"conhost.exe","26564", "1", "2020-10-28T00:15:42", "", 
"runnerw64.exe","33992", "0", "2020-10-28T00:15:42", "", 
"conhost.exe","14880", "0", "2020-10-28T00:15:42", "", 
"git.exe","21892", "0", "2020-10-28T00:15:42", "", 
"git.exe","5832", "0", "2020-10-28T00:15:42", "", 
"git.exe","5832", "1", "2020-10-28T00:15:43", "", 
"git.exe","21892", "1", "2020-10-28T00:15:43", "", 
"runnerw64.exe","33992", "1", "2020-10-28T00:15:43", "", 
"conhost.exe","14880", "1", "2020-10-28T00:15:43", "", 
"backgroundTaskHost.exe","11408", "0", "2020-10-28T00:16:03", "", 
"backgroundTaskHost.exe","17176", "0", "2020-10-28T00:16:03", "", 
"HxTsr.exe","35668", "0", "2020-10-28T00:16:03", "", 
"RuntimeBroker.exe","24964", "0", "2020-10-28T00:16:03", "", 
"RuntimeBroker.exe","8276", "0", "2020-10-28T00:16:03", "", 
"HxTsr.exe","35668", "1", "2020-10-28T00:16:05", "", 
"runnerw64.exe","27416", "0", "2020-10-28T00:16:13", "", 
"conhost.exe","30136", "0", "2020-10-28T00:16:13", "", 
"git.exe","11248", "0", "2020-10-28T00:16:13", "", 
"git.exe","33296", "0", "2020-10-28T00:16:13", "", 
"git.exe","33296", "1", "2020-10-28T00:16:14", "", 
"git.exe","11248", "1", "2020-10-28T00:16:14", "", 
"runnerw64.exe","27416", "1", "2020-10-28T00:16:14", "", 
"runnerw64.exe","1928", "0", "2020-10-28T00:16:14", "", 
"conhost.exe","30136", "1", "2020-10-28T00:16:14", "", 
"conhost.exe","27000", "0", "2020-10-28T00:16:14", "", 
"git.exe","22548", "0", "2020-10-28T00:16:14", "", 
"git.exe","13168", "0", "2020-10-28T00:16:14", "", 
"git.exe","13168", "1", "2020-10-28T00:16:14", "", 
"git.exe","22548", "1", "2020-10-28T00:16:14", "", 
"runnerw64.exe","1928", "1", "2020-10-28T00:16:14", "", 
"conhost.exe","27000", "1", "2020-10-28T00:16:14", "", 
"runnerw64.exe","26536", "0", "2020-10-28T00:16:14", "", 
"conhost.exe","35724", "0", "2020-10-28T00:16:14", "", 
"git.exe","1140", "0", "2020-10-28T00:16:14", "", 
"git.exe","12192", "0", "2020-10-28T00:16:14", "", 
"git.exe","12192", "1", "2020-10-28T00:16:14", "", 
"git.exe","1140", "1", "2020-10-28T00:16:15", "", 
"runnerw64.exe","26536", "1", "2020-10-28T00:16:15", "", 
"conhost.exe","35724", "1", "2020-10-28T00:16:16", "", 
"RuntimeBroker.exe","8276", "1", "2020-10-28T00:16:47", "", 
"backgroundTaskHost.exe","17176", "1", "2020-10-28T00:17:04", "", 
"backgroundTaskHost.exe","11408", "1", "2020-10-28T00:17:05", "", 
"LocationNotificationWindows.exe","5472", "0", "2020-10-28T00:17:16", "", 
"LocationNotificationWindows.exe","5472", "1", "2020-10-28T00:17:22", "", 
"cmd.exe","28724", "0", "2020-10-28T00:17:26", "", 
"cmd.exe","28724", "1", "2020-10-28T00:17:26", "", 
"conhost.exe","24712", "0", "2020-10-28T00:17:26", "", 
"chrome.exe","26676", "0", "2020-10-28T00:17:26", "", 
"conhost.exe","24712", "1", "2020-10-28T00:17:26", "", 
"chrome.exe","26676", "1", "2020-10-28T00:17:26", "", 
"chrome.exe","30640", "0", "2020-10-28T00:17:26", "", 
"chrome.exe","15852", "0", "2020-10-28T00:17:26", "", 
"runnerw64.exe","24720", "0", "2020-10-28T00:17:26", "", 
"conhost.exe","15632", "0", "2020-10-28T00:17:26", "", 
"git.exe","26796", "0", "2020-10-28T00:17:26", "", 
"git.exe","35720", "0", "2020-10-28T00:17:26", "", 
"chrome.exe","30640", "1", "2020-10-28T00:17:27", "", 
"git.exe","35720", "1", "2020-10-28T00:17:27", "", 
"git.exe","26796", "1", "2020-10-28T00:17:27", "", 
"runnerw64.exe","24720", "1", "2020-10-28T00:17:27", "", 
